Sample;;;;;;;13C4-PFBA Results;;;;PFBA Results;;;;13C5-PFPeA Results;;;;PFPeA Results;;;;4:2 FTS Results;;;;13C2-4:2FTS Results;;;;13C5-PFHxA Results;;;;PFHxA Results;;;;13C3-PFBS Results;;;;PFBS Results;;;;13C3-HFPO-DA Results;;;;HFPO-DA Results;;;;PFPHpA Results;;;;13C4-PFHpA Results;;;;PFPeS Results;;;;ADONA Results;;;;6:2 FTS Results;;;;13C2-6:2FTS Results;;;;13C8-PFOA Results;;;;PFOA Results;;;;PFHxS Results;;;;13C3-PFHxS Results;;;;PFNA Results;;;;13C9-PFNA Results;;;;PFHpS Results;;;;8:2 FTS Results;;;;13C2-8:2FTS Results;;;;13C6-PFDA Results;;;;PFDA Results;;;;D3-NMeFOSAA Results;;;;NMeFOSAA Results;;;;PFOS Results;;;;13C8-PFOS Results;;;;D5-NEtFOSAA Results;;;;NEtFOSAA Results;;;;PFUnA Results;;;;13C7-PFUnA Results;;;;9Cl-PF3ONS Results;;;;PFNS Results;;;;PFDoA Results;;;;13C2-PFDoA Results;;;;PFDS Results;;;;PFTrDA Results;;;;11Cl-PF3OUdS Results;;;;13C2-PFTeDA Results;;;;PFTeDA Results;;;;PFOSA Results;;;;13C8-PFOSA Results;;;;D7-NMeFOSE Results;;;;NMeFOSE Results;;;;NMeFOSA Results;;;;D3-NMeFOSA Results;;;;NEtFOSA Results;;;;D9-NEtFOSE Results;;;;NEtFOSE Results;;;;D5-NEtFOSA Results;;;
;;Name;Data File;Type;Level;Acq. Date-Time;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N
!;!;Sib 1 1:25 72h;67.d;Sample;;6/24/2025 7:24 AM;3.225;10.0274;;16023.12;3.228;0.3014;;208.21;4.296;5.2436;;6432.44;4.301;0.0077;;33.28;4.856;0.0006;;2.31;4.736;3.134;;5149.05;4.921;2.524;;15360.77;4.925;0.2977;;773.1;4.979;2.5501;;7884.59;4.983;0.3165;;1095.57;5.118;10.3845;;8858.87;5.122;0.0009;;80.74;5.272;0.0002;;1.59;5.415;2.4709;;109203.32;5.527;0.0003;;5.82;5.549;0.0002;;17.17;5.656;0.0128;;19.61;5.66;3.0213;;5793.27;5.836;2.4495;;15663.96;5.84;0.3526;;58.54;5.996;0.3132;;1131.7;5.991;2.4418;;11860.87;6.236;0.2652;;64.14;6.232;1.2866;;7486.66;6.408;0.0003;;1.6;6.414;0.0013;;1.78;6.426;1.5807;;1244.95;6.617;1.2622;;6601.92;6.621;0.1241;;103.44;6.677;1.3277;;1694.72;6.736;0.0011;;3.06;6.795;0.1716;;293.84;6.814;2.3456;;11793.92;6.857;0.775;;1161.66;6.768;0.0199;;10.02;6.984;0.0414;;9.43;6.986;0.441;;3723.56;7.111;0.0002;;3.02;7.156;0.0013;;12.17;7.359;0.0274;;4.37;7.347;0.132;;479.79;7.558;0.0006;;2.6;7.727;0.0613;;2.84;7.852;0;;3.77;8.077;0.0778;;146.13;8.048;0.0582;;4.74;8.503;0.0032;;16.25;8.5;1.2012;;4950.34;9.724;1.3714;;387.41;9.73;0.1392;;6.81;9.961;0.0026;;1.4;9.855;0.1323;;289.96;10.024;0.3165;;22.77;10.073;0.6364;;2642.64;9.818;0.0417;;1.63;10.195;0.0526;;60.86
!;!;Sib 2 1:25 4h;68.d;Sample;;6/24/2025 7:39 AM;3.225;10.027;;7932.84;3.236;0.2973;;257.28;4.296;5.3025;;75076.46;4.292;0.0081;;37.18;4.707;0.0073;;26.65;4.736;3.3083;;20136.29;4.921;2.4624;;3915.26;4.925;0.3026;;390.29;4.987;2.6894;;26845.94;4.983;0.2978;;1514.57;5.118;9.8974;;32169.42;5.122;0.0011;;39.97;5.396;0.0022;;4.75;5.415;2.4068;;5064.36;5.503;0.0012;;15.05;5.566;0.0003;;15.67;5.788;0.0077;;36.18;5.66;3.2275;;4036.67;5.836;2.5605;;76283.43;5.84;0.3644;;39.1;5.996;0.326;;4026.28;5.991;2.5948;;10122.61;6.236;0.288;;58.58;6.232;1.2343;;16517.53;6.424;0.0005;;6.55;6.331;0.0148;;1.53;6.426;1.7221;;1610.28;6.617;1.2719;;4580.74;6.612;0.1544;;94.43;6.685;1.6475;;1736.28;6.752;0.0021;;4.06;6.82;0.1947;;123.43;6.814;2.4625;;2529.97;6.866;1.1306;;1744.59;6.841;0.0487;;35.11;6.935;0.0237;;31.46;6.995;0.5351;;494.28;7.119;0.0002;;8.7;7.189;0.0008;;1.44;7.367;0.0704;;2.64;7.364;0.1972;;1498.7;7.459;0.001;;50.15;7.702;0.0079;;1.76;8.018;0.0001;;2.37;8.077;0.0609;;2363.12;8.115;0.0294;;5.65;8.494;0.0053;;9.56;8.5;1.3317;;521.06;9.724;2.0335;;936.28;9.646;0.1847;;6.93;9.986;0.0059;;5.47;9.863;0.1792;;387.08;10.024;0.0508;;8.05;10.073;1.1815;;1153.18;10.076;0.2078;;5.18;10.195;0.0873;;48.55
!;!;Sib 2 1:25 8h;69.d;Sample;;6/24/2025 7:54 AM;3.225;10.0242;;9323.97;3.228;0.2982;;326.83;4.296;5.2408;;6666.95;4.312;0.009;;38.54;4.666;0.0011;;21.13;4.736;3.138;;841.59;4.921;2.4802;;74946.65;4.925;0.2995;;3565.16;4.987;2.5998;;49645.32;4.983;0.2918;;791.84;5.118;10.0899;;8935.23;5.122;0.0006;;78.94;5.412;0.0029;;12.12;5.415;2.3751;;4999.66;5.593;0.0006;;3.9;5.607;0;;6.75;5.689;0.0028;;5.06;5.66;3.2592;;3243.92;5.844;2.5953;;32207.48;5.84;0.3565;;113.21;5.996;0.2852;;282.36;5.991;2.5167;;9201.81;6.236;0.284;;48.13;6.232;1.2999;;12803.07;6.383;0.0021;;19.43;6.406;0.0083;;6.17;6.435;1.4882;;1660.65;6.617;1.2894;;5509.97;6.612;0.1823;;43.3;6.677;1.7295;;2164.28;6.777;0.0048;;24.49;6.812;0.2359;;220.7;6.806;2.3792;;4676.39;6.857;1.0498;;3631.2;6.825;0.0391;;52.13;7.075;0.0608;;16.08;6.986;0.5129;;3879.66;7.144;0;;1.63;7.205;0.0012;;2.67;7.326;0.0556;;4.83;7.347;0.1822;;604.92;7.517;0.0002;;2.45;7.76;0.0146;;3.09;7.852;0;;1.87;8.077;0.1368;;851.45;8.131;0.0243;;3.51;8.503;0.0048;;6.76;8.5;1.1315;;13350.08;9.724;1.7677;;2110.71;9.796;0.0768;;5.67;9.886;0.003;;2.4;9.855;0.1427;;459.9;10.015;0.0185;;5.63;10.073;0.8103;;356.94;10.092;0.1949;;14.83;10.195;0.0525;;381.44
!;!;Sib 2 1:25 24h;70.d;Sample;;6/24/2025 8:10 AM;3.225;10.0105;;9433.09;3.228;0.2803;;322.66;4.296;5.2195;;25125.23;4.312;0.0078;;18.2;4.699;0.0014;;6.6;4.744;3.0351;;16705.92;4.921;2.4556;;5981.89;4.925;0.287;;427.3;4.987;2.5568;;19330.02;4.983;0.2683;;2216.27;5.118;10.1893;;12696.87;5.13;0.0004;;8.48;5.412;0.0036;;4.41;5.415;2.3798;;54671.73;5.536;0.0009;;22.19;5.566;0.0001;;24.53;5.623;0.0027;;9.3;5.66;3.121;;4886.33;5.844;2.6534;;36980.67;5.848;0.3248;;35.84;5.996;0.3083;;910.03;5.991;2.4529;;8136.32;6.228;0.239;;167.77;6.232;1.3366;;16224.96;6.408;0.0024;;1.01;6.373;0.0372;;5.09;6.435;1.7193;;2183.99;6.609;1.4111;;559.12;6.621;0.0899;;40.58;6.677;1.3475;;2414.69;6.817;0.009;;2.26;6.812;0.1773;;207.65;6.814;2.5109;;3283.45;6.857;0.9119;;1212.52;6.809;0.0059;;5.87;7.042;0.0191;;1.93;6.995;0.4348;;1484.28;7.111;0.0003;;3.75;7.008;0.0003;;12.05;7.384;0.0281;;1.66;7.364;0.1546;;1041.91;7.617;0.0013;;5.55;7.685;0.0161;;2.63;7.893;0;;3.6;8.077;0.1061;;847.3;8.09;0.0704;;2.76;8.478;0.0082;;47.86;8.492;1.1958;;6729.85;9.715;1.6306;;3519.42;9.796;0.0825;;5.78;9.812;0.0031;;2.25;9.855;0.1136;;1523.86;9.974;0.1564;;22.77;10.073;0.7786;;1113.24;10.092;0.071;;4.15;10.187;0.0474;;75.36
!;!;Sib 2 1:25 72h;71.d;Sample;;6/24/2025 8:25 AM;3.225;9.9817;;14061.02;3.228;0.2921;;172;4.296;5.3546;;6720.45;4.292;0.0071;;9.95;4.724;0.0029;;48.83;4.736;3.0538;;5207.09;4.93;2.5257;;25227.75;4.925;0.2897;;381.75;4.979;2.5662;;8692.87;4.983;0.286;;3089.77;5.118;10.1417;;16693.71;5.13;0.0006;;33.59;5.412;0.0033;;8.29;5.415;2.4279;;5016.85;5.511;0.0003;;6.48;5.558;0.0001;;32.03;5.672;0.0071;;8.02;5.66;3.1579;;7720.6;5.836;2.5379;;6340.46;5.84;0.3565;;51.59;5.987;0.3162;;837.16;5.991;2.4057;;11029.29;6.236;0.2968;;105.58;6.232;1.2669;;820.9;6.4;0.001;;5.18;6.249;0.0096;;2.78;6.426;1.6132;;2763.49;6.617;1.2915;;6524.65;6.612;0.1188;;26.04;6.677;1.3977;;2110.54;6.67;0.0012;;2.24;6.795;0.1974;;674.04;6.806;2.3507;;6141.39;6.857;1.012;;709.75;6.882;0.0215;;13.81;7.025;0.0094;;14.76;6.995;0.4405;;3359.05;7.135;0.0001;;14.12;7.271;0.0002;;1.45;7.146;0.0266;;3.85;7.355;0.1793;;1321.26;7.857;0.0005;;2.83;7.594;0.0406;;1.15;7.91;0.0001;;3.65;8.069;0.0794;;309.57;8.214;0.0438;;2.67;8.478;0.0131;;14.61;8.5;1.1723;;16895.52;9.724;1.5302;;1131.19;9.796;0.1155;;4.45;9.795;0.0205;;13.09;9.855;0.1278;;969.11;9.999;0.2016;;17.95;10.073;0.7236;;669.12;10.076;0.1083;;5.04;10.195;0.0531;;32.29
!;!;Clay 1 1:1 48h;72.d;Sample;;6/24/2025 8:40 AM;3.225;10.0191;;6653.31;3.228;0.3106;;268.33;4.288;5.3014;;6615.03;4.301;0.0103;;27.38;4.608;0.0007;;2.41;4.736;3.2085;;7719.6;4.921;2.4812;;23162.95;4.925;0.311;;639.84;4.979;2.6316;;30206.49;4.983;0.3003;;1177.92;5.118;10.5021;;27841.9;5.122;0.001;;59.58;5.421;0.0042;;71.03;5.415;2.4444;;70426.1;5.569;0.0003;;3.05;5.566;0.0002;;31.72;5.664;0.027;;81.78;5.66;3.2095;;4334.98;5.836;2.5914;;3437.92;5.84;0.2926;;33.05;5.987;0.2258;;874.83;5.991;2.5187;;7725.99;6.22;0.133;;178.82;6.224;1.2485;;10224.32;6.441;0.0015;;29.96;6.635;0.071;;36.65;6.426;1.4932;;1576.38;6.609;1.341;;4617.73;6.621;0.0098;;11.01;6.677;1.4013;;191.43;6.719;0.0028;;2.88;6.828;0.0467;;45.02;6.814;2.52;;3131.54;6.857;0.9274;;2371.01;6.907;0.0081;;5.49;6.951;0.063;;1.93;6.986;0.4426;;1702.23;7.144;0;;2.84;7.419;0.0015;;14.76;7.318;0.0303;;2.91;7.364;0.1801;;66.54;7.525;0.0017;;17.74;7.602;0.0293;;1.99;7.794;0.0001;;9.99;8.077;0.0641;;32.95;7.981;0.2894;;5.87;8.494;0.0072;;29.45;8.5;2.9399;;1109.15;9.724;1.4969;;2376.01;9.671;0.0947;;14.01;9.92;0.001;;5.86;9.855;0.3394;;708.97;10.065;0.0173;;2.19;10.073;0.6959;;401.66;10.125;0.5071;;6.49;10.204;0.12;;172.42
!;!;Clay 1 1:5 48h;73.d;Sample;;6/24/2025 8:56 AM;3.225;9.9182;;10511.98;3.228;0.2701;;1207.03;4.296;5.3198;;7226.31;4.292;0.0058;;42.65;4.749;0.0043;;12.44;4.744;3.1649;;15505.88;4.921;2.483;;63142.91;4.925;0.2741;;1683.92;4.979;2.6549;;8889.19;4.983;0.2695;;1469.91;5.118;10.0188;;9185.14;5.13;0.0004;;106.19;5.421;0.0028;;3.82;5.415;2.4514;;5621.47;5.462;0.0016;;30.43;5.549;0.0001;;39.79;5.664;0.0133;;34.09;5.66;3.212;;6817.98;5.836;2.5567;;8843.1;5.84;0.2786;;31.06;5.987;0.2899;;1690.21;5.991;2.4909;;11010.75;6.228;0.2167;;128.06;6.224;1.2449;;7226.39;6.424;0.0015;;13.92;6.504;0.0047;;2.15;6.418;1.7736;;2226.49;6.609;1.1779;;6261.84;6.596;0.0821;;28.26;6.677;1.5029;;1624.59;6.686;0.004;;24.58;6.803;0.1156;;231.97;6.806;2.5556;;3551.38;6.857;1.0866;;725.29;6.833;0.0329;;64.04;6.976;0.0133;;1.97;6.986;0.4664;;200.82;7.02;0.0001;;3.58;7.205;0.0002;;1.1;7.359;0.0127;;3.24;7.355;0.1875;;2884.02;7.683;0.0004;;3.18;7.702;0.0124;;4.08;7.877;0.0001;;9.36;8.085;0.0472;;385.73;8.106;0.1041;;7.75;8.503;0.0075;;226.07;8.492;2.8102;;15239.58;9.724;1.516;;1721.11;9.663;0.1432;;3.09;9.828;0.0104;;279.08;9.855;0.271;;57.2;9.949;0.0187;;3.94;10.073;0.6757;;92.48;10.084;0.4032;;6.6;10.195;0.0886;;18.45
!;!;Clay 1 1:25 48h;74.d;Sample;;6/24/2025 9:11 AM;3.225;10.0223;;23116.96;3.228;0.2891;;237.45;4.288;5.3299;;31607.71;4.292;0.0061;;31.01;4.757;0.0038;;20.38;4.736;3.2855;;872.44;4.921;2.4846;;25112.79;4.925;0.3043;;755.22;4.979;2.6566;;25724.05;4.974;0.2753;;1580.19;5.11;10.4234;;522167.61;5.105;0.0009;;52.06;5.404;0.0021;;6.74;5.415;2.4684;;5114.25;5.536;0.0008;;10.92;5.558;0;;7.1;5.656;0.0079;;8.68;5.66;3.091;;3849.25;5.836;2.5026;;25637.52;5.832;0.3579;;64.23;5.987;0.304;;840.82;5.991;2.5876;;22134.8;6.236;0.2715;;245.26;6.232;1.2414;;11163.44;6.457;0.0051;;148.35;6.496;0.0057;;1.98;6.435;1.8122;;1312.32;6.609;1.2573;;3061.21;6.612;0.1917;;36.84;6.677;1.5513;;1482.34;6.522;0.0018;;7.85;6.787;0.2074;;390.24;6.806;2.3424;;3888.39;6.857;1.1129;;1146.75;6.825;0.0312;;27.57;7.025;0.0115;;1.79;6.995;0.4839;;204.48;7.078;0;;1.6;7.221;0.0008;;3.7;7.302;0.0387;;4.38;7.355;0.1728;;597.23;7.667;0.0005;;2.89;7.702;0.0621;;4.33;7.819;0;;3.68;8.069;0.0591;;824.44;8.065;0.0241;;2.3;8.486;0.0041;;50.38;8.492;2.4916;;2712.12;9.724;1.527;;2382.45;9.704;0.168;;4.22;9.72;0.0201;;6.54;9.855;0.1974;;889.06;10.09;0.0178;;1.84;10.073;0.7446;;1582.47;10.158;0.0509;;6.23;10.195;0.0669;;110.39
!;!;clay 1 blank;75.d;Sample;;6/24/2025 9:26 AM;3.225;9.9839;;3032.22;3.219;0.0009;;5.26;4.288;5.1651;;6418.87;4.292;0.0085;;13.01;4.732;0.008;;24.17;4.736;3.2197;;19743.87;4.921;2.4509;;67137.26;4.925;0.0121;;51.44;4.979;2.6485;;1292.68;4.983;0.0093;;108.18;5.118;10.1216;;12902.65;5.122;0.0008;;79.07;5.412;0.0022;;1.86;5.415;2.3607;;10571.58;5.544;0.0011;;16.28;5.574;0.0002;;316.65;5.639;0.1446;;143.23;5.66;3.2371;;7017.11;5.836;2.5782;;25629.56;5.823;0.0019;;0.36;5.971;0.0079;;129.02;5.991;2.5613;;17320.87;6.261;0.0005;;1.89;6.232;1.205;;789.43;6.432;0.0021;;22.34;6.529;0.0216;;19.35;6.435;1.6025;;1799.15;6.617;1.3082;;5055.57;6.686;0.0023;;1.64;6.685;1.3133;;1342.42;6.809;0.0035;;13.66;6.82;0.0213;;127.84;6.806;2.5434;;3147.75;6.857;0.8879;;1090.99;6.825;0.0638;;17.08;6.968;0.0608;;3.42;6.995;0.4883;;1007.72;7.152;0.0003;;10.1;7.369;0.0012;;6.73;7.359;0.0773;;21.31;7.364;0.1969;;632.39;7.558;0;;0.98;7.801;0.1587;;8.31;7.835;0.0001;;9.23;8.077;0.0592;;430.06;8.024;0.1557;;18.96;8.486;0.0058;;70.87;8.5;2.8839;;1091.28;9.724;1.4402;;149.3;9.68;0.0296;;5.27;9.895;0.0042;;3.16;9.855;0.3275;;1369.16;9.99;0.0364;;12.2;10.073;0.6812;;927.72;10.067;0.3499;;14.46;10.204;0.1003;;973.8
!;!;clay 2 1:1 48h;76.d;Sample;;6/24/2025 9:41 AM;3.225;9.9548;;7534.83;3.228;0.3131;;213.89;4.288;5.2968;;19457.92;4.292;0.0124;;22.65;4.765;0.0027;;17.9;4.744;3.1808;;8194.33;4.921;2.4995;;21324.31;4.925;0.3171;;498.81;4.979;2.6397;;14934.52;4.983;0.2837;;1775.21;5.118;10.1743;;8703.92;5.114;0.0007;;56.19;5.396;0.0064;;6.17;5.415;2.3795;;69706.59;5.544;0.0002;;2.38;5.583;0;;6.29;5.648;0.0143;;173.58;5.66;3.0694;;5610.16;5.836;2.4388;;32894.04;5.84;0.248;;100.14;5.996;0.2113;;481.79;5.991;2.4252;;15409.44;6.228;0.0438;;20.42;6.232;1.2506;;12813.87;6.359;0.0006;;1.97;6.381;0.0338;;15.27;6.426;1.6798;;1677.96;6.617;1.3387;;6710.44;6.637;0.0016;;2.23;6.677;1.7549;;4212.8;6.645;0.0017;;2.1;6.787;0.0236;;26.71;6.806;2.3448;;2094.23;6.857;1.1606;;1619.43;6.948;0.0189;;15.95;7.033;0.0364;;5.76;6.986;0.5298;;1709.22;7.086;0.0002;;4.11;7.205;0.0005;;2.48;7.409;0.0085;;7.35;7.347;0.2055;;1053.79;7.534;0.0003;;5.56;7.677;0.0733;;1.12;7.951;0;;2.59;8.061;0.0287;;82.35;8.123;0.2027;;1.86;8.494;0.0053;;15.79;8.5;2.7874;;12007.24;9.724;1.6842;;184.56;9.696;0.0313;;1.76;9.861;0.0155;;7.41;9.855;0.2934;;853.24;10.123;0.0382;;8.67;10.073;0.746;;97.12;10.1;0.2658;;2.89;10.195;0.0882;;129.56
;!;QC std;77.d;Sample;;6/24/2025 9:57 AM;3.2;9.9656;;40149.35;3.203;8.0336;;9120.63;4.288;5.2852;;8120.67;4.292;4.4739;;11359.3;4.74;9.576;;26182.64;4.736;3.659;;6239.51;4.921;2.5217;;14469.2;4.925;2.0368;;2233.59;4.979;2.5454;;17665.83;4.983;1.995;;15014.14;5.118;10.4259;;10949.59;5.114;1.9239;;7624.8;5.412;2.3067;;1786.7;5.415;2.46;;38496.85;5.536;1.9394;;16815.45;5.574;1.97;;82835.84;5.664;9.4023;;11384.22;5.66;3.689;;25133.48;5.836;2.5739;;49160.24;5.84;2.0068;;365.08;5.996;2.0198;;15780.52;5.991;2.466;;25442.5;6.228;2.0211;;370.05;6.232;1.246;;1291.36;6.408;2.4342;;6264.33;6.43;19.4319;;15098.51;6.426;3.7628;;4392.04;6.617;1.2276;;14466.41;6.612;1.9437;;684.36;6.677;4.5858;;7401.81;6.678;0.9464;;604.32;6.803;2.0851;;1350.17;6.806;2.344;;8012.27;6.857;4.8769;;8116.01;6.866;1.5109;;2805.75;6.992;4.517;;5319.23;6.986;1.1928;;65536.76;7.102;2.0198;;38330.46;7.197;1.9895;;9111.06;7.359;2.04;;612.13;7.364;1.1826;;24911.88;7.567;2.0618;;8211.31;7.727;1.9875;;1343.74;7.852;0.4851;;5804.25;8.077;1.1673;;24476.1;8.082;1.9553;;1344.47;8.494;2.2341;;929.33;8.492;2.3694;;11734.11;9.724;22.0843;;4605.47;9.746;60.8061;;6973.13;9.861;2.023;;594.2;9.855;2.2122;;2623.44;10.048;1.9046;;1013.75;10.073;20.9427;;29268.03;10.1;58.7222;;3525.53;10.195;2.2015;;3079.07
!;!;Clay 2 1:5 48h;78.d;Sample;;6/24/2025 10:12 AM;3.225;10.0314;;10382.61;3.228;0.3001;;156.84;4.288;5.2925;;16457.95;4.292;0.0057;;8.97;4.716;0.0014;;42.2;4.736;3.062;;11448.58;4.921;2.527;;6443.01;4.925;0.2994;;527.63;4.979;2.51;;8519.86;4.983;0.3107;;2594.99;5.118;10.3248;;8798.2;5.122;0.0005;;19.72;5.396;0.0047;;5.14;5.415;2.3709;;64404.15;5.47;0.0008;;6.45;5.558;0.0001;;6.62;5.805;0.0171;;9.98;5.66;3.254;;435.13;5.836;2.4078;;22793.66;5.84;0.3426;;37.81;5.996;0.2901;;1821.61;5.991;2.5088;;15649.32;6.236;0.2482;;223.6;6.232;1.2888;;23792.5;6.499;0.0003;;2.3;6.438;0.0085;;2.05;6.426;1.7291;;137.74;6.617;1.3308;;8566.46;6.604;0.0886;;56.55;6.677;1.7178;;2105.18;6.801;0.0011;;2.56;6.812;0.1253;;392.07;6.814;2.4618;;3048.24;6.857;0.997;;757.46;6.841;0.0776;;67.41;6.976;0.0205;;12.02;6.995;0.5182;;1550.95;7.045;0.0001;;2.04;7.205;0.0005;;4.81;7.22;0.0252;;2.78;7.364;0.205;;1450.78;7.6;0.0014;;7.57;7.768;0.0313;;3.87;7.811;0;;1.56;8.077;0.055;;251.52;8.048;0.0417;;1.8;8.494;0.0053;;109.77;8.5;2.7391;;1065.29;9.724;1.6058;;1414.51;9.738;0.2055;;12.68;9.853;0.0023;;8.76;9.855;0.2485;;1695.76;10.422;0.3509;;11.06;10.073;0.7507;;484.17;10.092;0.5003;;6.3;10.195;0.0921;;19.42
!;!;Clay 2 1:25 48h;79.d;Sample;;6/24/2025 10:27 AM;3.225;10.0249;;10261.25;3.228;0.2928;;118.57;4.288;5.2758;;112008.21;4.312;0.0085;;11.58;4.724;0.0046;;14.45;4.736;3.1805;;5557.42;4.921;2.5035;;40035.72;4.925;0.2888;;898.55;4.979;2.7305;;15415.35;4.983;0.2866;;3393.96;5.118;10.2008;;11319.7;5.114;0.0011;;46.63;5.437;0.0007;;4.36;5.415;2.4217;;8784.34;5.659;0.0001;;2.22;5.599;0.0001;;7.7;5.689;0.0051;;10.11;5.66;3.2447;;4763.29;5.836;2.5287;;111730.43;5.84;0.3686;;49.06;5.996;0.3343;;1827.65;5.991;2.5683;;15609.95;6.228;0.2725;;125.22;6.232;1.258;;2836.7;6.432;0.0009;;2.44;6.356;0.0185;;20.27;6.426;1.6374;;1269.76;6.617;1.2847;;615.2;6.612;0.1339;;173.95;6.685;1.4128;;228.25;6.777;0.0005;;4.12;6.812;0.1995;;31.07;6.806;2.3257;;2732.82;6.857;0.9233;;2862.02;6.932;0.0341;;21.16;6.976;0.0078;;4.62;6.986;0.4897;;2008.78;6.955;0.0001;;4.62;7.197;0.0024;;17.34;7.417;0.028;;1.48;7.372;0.1824;;1307.92;7.369;0.0001;;0.94;7.751;0.0131;;1.84;7.943;0.0001;;2.54;8.069;0.045;;143.7;8.015;0.0623;;6.29;8.494;0.0064;;46.66;8.492;2.6401;;6465.97;9.724;1.8792;;694.24;9.713;0.1978;;4.51;9.795;0.0067;;10.43;9.855;0.2946;;58.13;9.99;0.0309;;12.04;10.073;1.0609;;2078.08;10.1;0.335;;19.3;10.195;0.1152;;332.59
!;!;Clay 2 blank;80.d;Sample;;6/24/2025 10:43 AM;3.225;9.957;;14931.1;3.219;0.0006;;2.37;4.288;5.2533;;6763.43;4.292;0.0103;;104.21;4.724;0.0047;;94.54;4.736;3.1689;;3408.4;4.921;2.5145;;66760.19;4.925;0.0107;;32.86;4.979;2.667;;1468.48;4.983;0.0075;;44.38;5.11;10.2211;;19443.45;5.122;0.0014;;36.04;5.412;0.0032;;4.65;5.415;2.4226;;10840.86;5.544;0.0024;;27.03;5.558;0.001;;11.91;5.681;0.0043;;19.62;5.66;3.2671;;6623.12;5.836;2.5956;;52892.49;5.84;0.0047;;1.55;6.013;0.0135;;89.68;5.991;2.5906;;43066.1;6.252;0.0002;;0.51;6.232;1.1863;;905.61;6.367;0.0014;;15.13;6.414;0.0492;;17.39;6.426;1.6785;;1536.59;6.617;1.2768;;2624.84;6.621;0.0003;;0.83;6.677;1.3678;;1798.86;6.686;0.0059;;11.13;6.82;0.0272;;57.07;6.814;2.3462;;4376.09;6.857;0.946;;5409.33;6.825;0.0427;;33.11;7.042;0.0186;;3.33;6.986;0.459;;183.18;7.102;0.0007;;15.39;7.181;0.0003;;1.35;7.384;0.0195;;4.19;7.355;0.1844;;1592.55;7.65;0.0006;;11.58;7.834;0.0891;;9.89;7.786;0;;3.82;8.077;0.0284;;19;8.065;0.0331;;3.23;8.486;0.0134;;110.6;8.492;2.6465;;1222.5;9.724;1.2991;;3414.88;9.73;0.0412;;3.17;10.044;0.0212;;1.81;9.855;0.2883;;65.35;10.073;0.1463;;44.43;10.064;0.5902;;1336.19;10.109;0.5107;;9.58;10.195;0.0765;;83.6
